termination_id,employee_id,termination_date,termination_type,termination_reason,voluntary_flag,regrettable_flag,department,business_unit,sub_department,job_family,job_level,manager_id,tenure_months,country,segment
TERM0000107,107,2017-12-21,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC1,139,25,BR,retail_ops
TERM0000396,396,2017-12-19,Other,Other,false,false,Sales,Retail,Key Accounts,Sales,IC2,341,22,AR,retail_ops
TERM0000417,417,2017-12-26,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC1,399,20,BR,retail_ops
TERM0000498,498,2017-12-20,Other,Other,false,false,Visual Merchandising,Retail,Merchandising,Design,IC1,71,13,BR,retail_ops
TERM0000554,554,2017-12-23,Retirement,Retirement,true,false,Store Operations,Retail,Cashier,Store Operations,IC1,313,9,BR,retail_ops
TERM0000634,634,2017-12-20,Resignation,Resignation,true,false,Regional Operations,Retail,Region Southeast,Store Operations,IC1,466,3,BR,retail_ops
TERM0000590,590,2017-12-16,Retirement,Retirement,true,false,Engineering,Digital,Backend,Software Engineering,IC4,416,7,BR,digital
TERM0000398,398,2017-12-17,Resignation,Resignation,true,true,Data & Analytics,Corporate,Data Governance,Data,IC2,227,22,BR,corporate
TERM0000471,471,2017-12-28,Layoff,Layoff,false,false,Risk,Corporate,Internal Audit,Risk & Compliance,IC2,261,15,BR,corporate
TERM0000536,536,2017-12-24,Resignation,Resignation,true,false,Procurement,Corporate,Indirect Procurement,Procurement,IC1,88,12,BR,corporate
TERM0000595,595,2017-12-22,Redundancy,Redundancy,false,false,Strategy,Corporate,Corporate Strategy,Strategy,IC3,218,6,BR,corporate
TERM0000635,635,2017-12-17,Retirement,Retirement,true,true,Customer Experience,Customer,Voice of Customer,Design,IC1,620,3,BR,customer
TERM0000604,604,2018-01-21,Resignation,Resignation,true,true,Regional Operations,Retail,Region North,General Management,IC3,98,7,BR,retail_ops
TERM0000637,637,2018-01-26,Other,Other,false,false,Store Operations,Retail,Cashier,Store Operations,IC1,633,4,BR,retail_ops
TERM0000661,661,2018-01-21,Resignation,Resignation,true,false,Store Operations,Retail,Cashier,Store Operations,IC1,649,3,BR,retail_ops
TERM0000671,671,2018-01-25,EndOfContract,EndOfContract,false,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,656,2,BR,retail_ops
TERM0000515,515,2018-01-22,Layoff,Layoff,false,false,Procurement,Supply Chain,Supplier Management,Procurement,IC2,319,14,BR,supply
TERM0000603,603,2018-01-21,Layoff,Layoff,false,true,Planning,Supply Chain,Demand Planning,Data,IC2,541,7,AR,supply
TERM0000130,130,2018-01-18,Retirement,Retirement,true,false,Customer Experience,Customer,Voice of Customer,Design,IC1,90,37,BR,customer
TERM0000216,216,2018-01-21,Retirement,Retirement,true,true,Customer Experience,Customer,Voice of Customer,Design,IC2,433,60,BR,customer
TERM0000550,550,2018-01-21,Resignation,Resignation,true,true,Customer Operations,Customer,Returns,Customer Support,IC2,252,10,BR,customer
TERM0000080,80,2018-02-16,Other,Other,false,false,Regional Operations,Retail,Region South,General Management,IC1,31,59,BR,retail_ops
TERM0000140,140,2018-02-18,Layoff,Layoff,false,false,Visual Merchandising,Retail,Store Design,Store Operations,M1,14,69,BR,retail_ops
TERM0000233,233,2018-02-17,Resignation,Resignation,true,false,Visual Merchandising,Retail,Store Design,Design,M1,14,34,BR,retail_ops
TERM0000435,435,2018-02-26,EndOfContract,EndOfContract,false,true,Sales,Retail,Key Accounts,Sales,IC1,201,20,BR,retail_ops
TERM0000485,485,2018-02-28,Retirement,Retirement,true,true,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,436,16,BR,retail_ops
TERM0000548,548,2018-02-27,EndOfContract,EndOfContract,false,false,Store Operations,Retail,Store Management,Store Operations,IC1,308,11,BR,retail_ops
TERM0000627,627,2018-02-28,Resignation,Resignation,true,true,Visual Merchandising,Retail,Store Design,Store Operations,IC2,586,6,BR,retail_ops
TERM0000633,633,2018-02-16,Retirement,Retirement,true,false,Store Operations,Retail,Security,Store Operations,IC2,316,5,BR,retail_ops
TERM0000651,651,2018-02-23,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Design,IC1,632,4,BR,retail_ops
TERM0000663,663,2018-02-16,Performance,Performance,false,false,Store Operations,Retail,Stockroom,Store Operations,IC1,658,4,BR,retail_ops
TERM0000685,685,2018-02-21,Retirement,Retirement,true,false,Store Operations,Retail,Security,Store Operations,IC1,649,3,BR,retail_ops
TERM0000693,693,2018-02-18,Resignation,Resignation,true,true,Visual Merchandising,Retail,Store Design,Design,IC1,32,3,BR,retail_ops
TERM0000726,726,2018-02-28,Retirement,Retirement,true,false,Store Operations,Retail,Cashier,Store Operations,IC1,287,2,BR,retail_ops
TERM0000694,694,2018-02-19,Retirement,Retirement,true,false,Logistics,Supply Chain,Reverse Logistics,Logistics,IC1,568,3,BR,supply
TERM0000390,390,2018-02-22,Performance,Performance,false,false,Product,Digital,Product Ops,Product Management,IC1,116,25,BR,digital
TERM0000640,640,2018-02-20,Resignation,Resignation,true,false,Data,Digital,Analytics Engineering,Data,IC4,153,5,BR,digital
TERM0000670,670,2018-02-24,Resignation,Resignation,true,true,UX,Digital,Design System,Design,IC1,152,3,BR,digital
TERM0000662,662,2018-02-16,Retirement,Retirement,true,false,Marketing,Corporate,Content,Marketing,IC2,60,4,BR,corporate
TERM0000071,71,2018-03-21,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Design,IC2,273,36,BR,retail_ops
TERM0000173,173,2018-03-27,Retirement,Retirement,true,false,Regional Operations,Retail,Region Southeast,Store Operations,IC2,27,89,BR,retail_ops
TERM0000336,336,2018-03-19,Layoff,Layoff,false,false,Store Operations,Retail,Stockroom,Store Operations,IC3,341,45,AR,retail_ops
TERM0000491,491,2018-03-19,Performance,Performance,false,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,479,16,BR,retail_ops
TERM0000567,567,2018-03-20,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,M2,212,11,BR,retail_ops
TERM0000585,585,2018-03-27,EndOfContract,EndOfContract,false,false,Sales,Retail,Floor Sales,Sales,IC3,141,10,BR,retail_ops
TERM0000647,647,2018-03-25,Retirement,Retirement,true,false,Regional Operations,Retail,Region North,Store Operations,IC1,631,6,BR,retail_ops
TERM0000655,655,2018-03-28,Resignation,Resignation,true,true,Visual Merchandising,Retail,Store Design,Store Operations,IC1,365,5,AR,retail_ops
TERM0000710,710,2018-03-22,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Design,IC1,78,4,BR,retail_ops
TERM0000727,727,2018-03-28,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Store Operations,IC3,264,3,BR,retail_ops
TERM0000049,49,2018-03-20,Performance,Performance,false,false,Procurement,Supply Chain,Sourcing,Procurement,IC1,430,286,BR,supply
TERM0000434,434,2018-03-26,EndOfContract,EndOfContract,false,false,Logistics,Supply Chain,Reverse Logistics,Logistics,IC1,568,21,BR,supply
TERM0000667,667,2018-03-21,Retirement,Retirement,true,false,Logistics,Supply Chain,Reverse Logistics,Logistics,IC1,368,4,AR,supply
TERM0000682,682,2018-03-27,Resignation,Resignation,true,false,Procurement,Supply Chain,Supplier Management,Procurement,IC3,297,4,BR,supply
TERM0000457,457,2018-03-26,Other,Other,false,false,Legal,Corporate,Corporate Legal,Legal,IC3,406,19,BR,corporate
TERM0000296,296,2018-03-27,Other,Other,false,false,Customer Service,Customer,Escalations,Customer Support,IC2,243,104,BR,customer
TERM0000427,427,2018-03-18,Retirement,Retirement,true,false,Customer Operations,Customer,Order Support,Logistics,IC1,165,22,BR,customer
TERM0000033,33,2018-04-20,Redundancy,Redundancy,false,false,Sales,Retail,Key Accounts,Sales,IC1,61,34,BR,retail_ops
TERM0000079,79,2018-04-21,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,M1,65,29,BR,retail_ops
TERM0000250,250,2018-04-25,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,IC1,399,27,BR,retail_ops
TERM0000460,460,2018-04-27,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC2,29,20,BR,retail_ops
TERM0000507,507,2018-04-27,EndOfContract,EndOfContract,false,false,Sales,Retail,Floor Sales,Sales,IC1,379,17,AR,retail_ops
TERM0000625,625,2018-04-21,Redundancy,Redundancy,false,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,365,8,AR,retail_ops
TERM0000706,706,2018-04-25,Retirement,Retirement,true,false,Store Operations,Retail,Store Management,Store Operations,IC1,668,5,BR,retail_ops
TERM0000715,715,2018-04-27,Resignation,Resignation,true,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,32,4,BR,retail_ops
TERM0000564,564,2018-04-17,Resignation,Resignation,true,true,Procurement,Supply Chain,Supplier Management,Procurement,M2,10,12,BR,supply
TERM0000697,697,2018-04-22,Other,Other,false,false,Procurement,Supply Chain,Sourcing,Procurement,IC5,295,5,BR,supply
TERM0000030,30,2018-04-19,Other,Other,false,false,Customer Operations,Customer,Returns,Customer Support,IC1,165,55,BR,customer
TERM0000689,689,2018-04-28,Other,Other,false,false,Customer Experience,Customer,CX Design,Design,IC1,645,5,BR,customer
TERM0000042,42,2018-05-28,Layoff,Layoff,false,true,Sales,Retail,Key Accounts,Sales,IC2,162,33,BR,retail_ops
TERM0000169,169,2018-05-27,EndOfContract,EndOfContract,false,false,Visual Merchandising,Retail,Store Design,Design,IC2,586,31,BR,retail_ops
TERM0000429,429,2018-05-17,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC1,326,24,BR,retail_ops
TERM0000600,600,2018-05-23,Resignation,Resignation,true,true,Store Operations,Retail,Stockroom,Store Operations,IC1,375,11,AR,retail_ops
TERM0000668,668,2018-05-24,Resignation,Resignation,true,false,Store Operations,Retail,Cashier,Store Operations,IC2,316,6,BR,retail_ops
TERM0000723,723,2018-05-25,Resignation,Resignation,true,false,Visual Merchandising,Retail,Store Design,Store Operations,M2,700,5,BR,retail_ops
TERM0000535,535,2018-05-19,EndOfContract,EndOfContract,false,false,Procurement,Supply Chain,Supplier Management,Procurement,IC2,319,17,BR,supply
TERM0000695,695,2018-05-26,Retirement,Retirement,true,false,Logistics,Supply Chain,Transportation,Logistics,IC1,276,6,BR,supply
TERM0000106,106,2018-05-22,Retirement,Retirement,true,false,E-commerce,Digital,Storefront,Product Management,IC2,199,40,BR,digital
TERM0000152,152,2018-05-18,Resignation,Resignation,true,true,UX,Digital,Product Design,Design,IC2,205,73,BR,digital
TERM0000565,565,2018-05-25,Layoff,Layoff,false,true,UX,Digital,Product Design,Design,IC1,675,13,BR,digital
TERM0000581,581,2018-05-16,Retirement,Retirement,true,false,Digital Marketing,Digital,SEO,Marketing,IC1,285,12,BR,digital
TERM0000605,605,2018-05-25,Resignation,Resignation,true,false,Finance,Corporate,Accounting,Finance,IC2,516,11,BR,corporate
TERM0000510,510,2018-05-26,Layoff,Layoff,false,true,Customer Service,Customer,Chat,Customer Support,IC2,352,18,AR,customer
TERM0000514,514,2018-05-27,Resignation,Resignation,true,true,Customer Experience,Customer,Voice of Customer,Customer Support,IC1,90,18,BR,customer
TERM0000654,654,2018-06-27,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC1,128,8,BR,retail_ops
TERM0000720,720,2018-06-25,Layoff,Layoff,false,true,Regional Operations,Retail,Region South,General Management,IC1,251,6,BR,retail_ops
TERM0000790,790,2018-06-27,Retirement,Retirement,true,false,Store Operations,Retail,Security,Store Operations,IC1,167,1,BR,retail_ops
TERM0000318,318,2018-06-21,Retirement,Retirement,true,false,Procurement,Supply Chain,Supplier Management,Procurement,IC2,319,91,BR,supply
TERM0000199,199,2018-06-28,Retirement,Retirement,true,false,E-commerce,Digital,Checkout,Software Engineering,IC3,310,177,BR,digital
TERM0000664,664,2018-06-28,Retirement,Retirement,true,false,Customer Service,Customer,Escalations,Customer Support,IC1,242,7,BR,customer
TERM0000718,718,2018-06-22,Retirement,Retirement,true,false,Customer Experience,Customer,CX Design,Customer Support,IC1,620,6,BR,customer
TERM0000131,131,2018-07-27,Retirement,Retirement,true,true,Store Operations,Retail,Store Management,Store Operations,IC1,189,36,BR,retail_ops
TERM0000141,141,2018-07-19,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,M1,65,49,BR,retail_ops
TERM0000269,269,2018-07-19,Other,Other,false,true,Store Operations,Retail,Cashier,Store Operations,IC1,77,40,BR,retail_ops
TERM0000360,360,2018-07-19,EndOfContract,EndOfContract,false,false,Sales,Retail,Key Accounts,Sales,IC1,379,55,AR,retail_ops
TERM0000439,439,2018-07-22,Other,Other,false,false,Regional Operations,Retail,Region North,General Management,IC1,477,25,BR,retail_ops
TERM0000490,490,2018-07-27,Resignation,Resignation,true,true,Sales,Retail,Key Accounts,Sales,IC1,24,20,BR,retail_ops
TERM0000560,560,2018-07-27,Performance,Performance,false,false,Sales,Retail,Key Accounts,Sales,IC2,162,16,BR,retail_ops
TERM0000676,676,2018-07-26,Resignation,Resignation,true,false,Store Operations,Retail,Security,Store Operations,IC1,66,8,BR,retail_ops
TERM0000774,774,2018-07-27,Other,Other,false,false,Sales,Retail,Key Accounts,Sales,IC1,379,3,AR,retail_ops
TERM0000806,806,2018-07-16,Redundancy,Redundancy,false,false,Regional Operations,Retail,Region North,General Management,IC2,285,1,MX,retail_ops
TERM0000043,43,2018-07-20,Retirement,Retirement,true,false,Distribution Centers,Supply Chain,Inbound,Warehouse,IC2,517,95,BR,supply
TERM0000046,46,2018-07-27,Retirement,Retirement,true,false,Procurement,Supply Chain,Sourcing,Procurement,IC1,430,104,BR,supply
TERM0000611,611,2018-07-25,Resignation,Resignation,true,true,Planning,Supply Chain,Supply Planning,Data,IC1,373,12,AR,supply
TERM0000192,192,2018-07-19,Redundancy,Redundancy,false,false,Product,Digital,Product Management,Product Management,IC5,310,98,BR,digital
TERM0000501,501,2018-07-27,Retirement,Retirement,true,false,Data,Digital,Analytics Engineering,Data,IC1,516,20,BR,digital
TERM0000287,287,2018-08-28,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,IC2,467,48,BR,retail_ops
TERM0000393,393,2018-08-18,Resignation,Resignation,true,false,Regional Operations,Retail,Region Southeast,Store Operations,IC1,146,30,BR,retail_ops
TERM0000549,549,2018-08-20,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC1,399,17,BR,retail_ops
TERM0000578,578,2018-08-19,Performance,Performance,false,false,Sales,Retail,Key Accounts,Sales,M3,121,15,BR,retail_ops
TERM0000764,764,2018-08-18,Retirement,Retirement,true,false,Regional Operations,Retail,Region South,General Management,IC1,631,4,BR,retail_ops
TERM0000644,644,2018-08-28,Resignation,Resignation,true,true,Planning,Supply Chain,Supply Planning,Data,IC4,626,11,AR,supply
TERM0000758,758,2018-08-28,Resignation,Resignation,true,false,Procurement,Supply Chain,Sourcing,Procurement,IC1,430,4,BR,supply
TERM0000779,779,2018-08-16,EndOfContract,EndOfContract,false,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC1,770,3,BR,supply
TERM0000197,197,2018-08-16,Resignation,Resignation,true,false,Data,Digital,Analytics Engineering,Data,IC4,70,44,BR,digital
TERM0000553,553,2018-08-23,Resignation,Resignation,true,false,Customer Operations,Customer,Returns,Logistics,IC2,252,17,BR,customer
TERM0000601,601,2018-08-23,Other,Other,false,false,Customer Operations,Customer,Order Support,Logistics,IC1,499,14,AR,customer
TERM0000624,624,2018-08-27,Retirement,Retirement,true,false,Customer Operations,Customer,Returns,Customer Support,IC2,252,12,BR,customer
TERM0000680,680,2018-08-24,Resignation,Resignation,true,true,Customer Service,Customer,Chat,Customer Support,IC1,189,9,BR,customer
TERM0000797,797,2018-08-18,Resignation,Resignation,true,false,Customer Experience,Customer,Voice of Customer,Customer Support,IC1,499,2,AR,customer
TERM0000811,811,2018-08-25,Resignation,Resignation,true,false,Customer Operations,Customer,Order Support,Customer Support,IC1,165,1,BR,customer
TERM0000098,98,2018-09-18,Retirement,Retirement,true,false,Regional Operations,Retail,Region Southeast,Store Operations,M1,65,53,BR,retail_ops
TERM0000201,201,2018-09-17,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC2,162,114,BR,retail_ops
TERM0000256,256,2018-09-22,Other,Other,false,false,Sales,Retail,Floor Sales,Sales,IC1,399,35,BR,retail_ops
TERM0000575,575,2018-09-20,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,IC1,379,17,AR,retail_ops
TERM0000732,732,2018-09-18,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Store Operations,M2,700,7,BR,retail_ops
TERM0000742,742,2018-09-23,Performance,Performance,false,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,736,6,BR,retail_ops
TERM0000769,769,2018-09-23,Redundancy,Redundancy,false,false,Sales,Retail,Key Accounts,Sales,IC1,696,5,BR,retail_ops
TERM0000789,789,2018-09-26,Resignation,Resignation,true,false,Planning,Supply Chain,Supply Planning,Data,IC2,474,4,BR,supply
TERM0000562,562,2018-09-22,EndOfContract,EndOfContract,false,false,Data & Analytics,Corporate,Business Intelligence,Data,IC2,232,17,BR,corporate
TERM0000593,593,2018-09-16,Retirement,Retirement,true,false,Legal,Corporate,Corporate Legal,Legal,IC1,55,16,BR,corporate
TERM0000639,639,2018-09-24,Resignation,Resignation,true,false,People,Corporate,Learning & Development,People,IC3,626,12,AR,corporate
TERM0000738,738,2018-09-18,Performance,Performance,false,false,Customer Operations,Customer,Order Support,Customer Support,IC1,288,6,BR,customer
TERM0000167,167,2018-10-23,Retirement,Retirement,true,false,Regional Operations,Retail,Region South,Store Operations,IC2,477,39,BR,retail_ops
TERM0000628,628,2018-10-18,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,584,14,BR,retail_ops
TERM0000649,649,2018-10-28,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,IC2,316,12,BR,retail_ops
TERM0000660,660,2018-10-23,Resignation,Resignation,true,true,Sales,Retail,Floor Sales,Sales,IC1,24,12,BR,retail_ops
TERM0000679,679,2018-10-24,Other,Other,false,true,Store Operations,Retail,Cashier,Store Operations,IC1,852,11,BR,retail_ops
TERM0000805,805,2018-10-22,Retirement,Retirement,true,false,Store Operations,Retail,Store Management,Store Operations,IC1,852,4,BR,retail_ops
TERM0000823,823,2018-10-28,Redundancy,Redundancy,false,false,Visual Merchandising,Retail,Store Design,Store Operations,M1,264,3,BR,retail_ops
TERM0000584,584,2018-11-27,Other,Other,false,false,Visual Merchandising,Retail,Merchandising,Design,IC2,294,18,BR,retail_ops
TERM0000632,632,2018-11-28,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Design,IC2,586,15,BR,retail_ops
TERM0000807,807,2018-11-23,Redundancy,Redundancy,false,false,Visual Merchandising,Retail,Merchandising,Design,IC1,365,5,AR,retail_ops
TERM0000822,822,2018-11-21,Retirement,Retirement,true,true,Visual Merchandising,Retail,Merchandising,Design,IC1,812,4,BR,retail_ops
TERM0000836,836,2018-11-24,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,IC1,658,3,BR,retail_ops
TERM0000345,345,2018-11-20,Layoff,Layoff,false,false,Logistics,Supply Chain,Last Mile,Logistics,IC1,368,77,AR,supply
TERM0000642,642,2018-11-20,EndOfContract,EndOfContract,false,false,Distribution Centers,Supply Chain,Inventory,Warehouse,IC1,109,14,BR,supply
TERM0000808,808,2018-11-16,Retirement,Retirement,true,false,Planning,Supply Chain,Demand Planning,Data,IC2,773,5,BR,supply
TERM0000712,712,2018-11-16,Retirement,Retirement,true,false,Data,Digital,Analytics Engineering,Data,IC3,618,12,BR,digital
TERM0000520,520,2018-11-27,Retirement,Retirement,true,false,Customer Experience,Customer,CX Design,Design,IC1,90,24,BR,customer
TERM0000749,749,2018-11-27,Performance,Performance,false,false,Customer Experience,Customer,CX Design,Customer Support,IC1,652,8,BR,customer
TERM0000349,349,2018-12-28,Resignation,Resignation,true,false,Regional Operations,Retail,Region South,General Management,IC1,506,74,AR,retail_ops
TERM0000484,484,2018-12-21,Resignation,Resignation,true,false,Visual Merchandising,Retail,Merchandising,Design,IC1,270,26,BR,retail_ops
TERM0000650,650,2018-12-21,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Store Operations,IC1,656,14,BR,retail_ops
TERM0000756,756,2018-12-23,EndOfContract,EndOfContract,false,false,Regional Operations,Retail,Region Southeast,Store Operations,IC2,18,8,MX,retail_ops
TERM0000793,793,2018-12-25,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC2,630,7,BR,retail_ops
TERM0000813,813,2018-12-19,Other,Other,false,false,Store Operations,Retail,Store Management,Store Operations,IC1,375,5,AR,retail_ops
TERM0000870,870,2018-12-21,Retirement,Retirement,true,false,Regional Operations,Retail,Region South,Store Operations,M3,708,3,BR,retail_ops
TERM0000881,881,2018-12-25,Resignation,Resignation,true,false,Store Operations,Retail,Store Management,Store Operations,IC1,852,2,BR,retail_ops
TERM0000907,907,2018-12-28,Resignation,Resignation,true,false,Regional Operations,Retail,Region South,Store Operations,IC1,778,1,BR,retail_ops
TERM0000815,815,2018-12-17,Redundancy,Redundancy,false,false,Planning,Supply Chain,Demand Planning,Logistics,IC5,335,5,BR,supply
TERM0000686,686,2018-12-20,Resignation,Resignation,true,true,Strategy,Corporate,M&A,Strategy,IC2,494,13,BR,corporate
TERM0000777,777,2018-12-24,Other,Other,false,false,Procurement,Corporate,Contracts,Procurement,IC3,82,7,BR,corporate
TERM0000897,897,2018-12-16,Retirement,Retirement,true,false,Marketing,Corporate,Brand,Marketing,IC1,636,1,BR,corporate
TERM0000134,134,2018-12-16,Redundancy,Redundancy,false,false,Customer Service,Customer,Contact Center,Customer Support,IC1,189,55,BR,customer
TERM0000673,673,2018-12-18,Retirement,Retirement,true,false,Customer Operations,Customer,Order Support,Customer Support,M3,212,13,BR,customer
TERM0000713,713,2018-12-22,Retirement,Retirement,true,false,Customer Experience,Customer,CX Design,Design,IC1,645,13,BR,customer
TERM0000716,716,2018-12-16,Redundancy,Redundancy,false,false,Customer Service,Customer,Chat,Customer Support,IC1,530,12,AR,customer
TERM0000743,743,2018-12-26,EndOfContract,EndOfContract,false,true,Customer Experience,Customer,Voice of Customer,Design,IC2,541,9,CL,customer
TERM0000857,857,2018-12-20,Retirement,Retirement,true,false,Customer Operations,Customer,Order Support,Customer Support,IC2,842,3,BR,customer
TERM0000024,24,2019-01-16,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC2,162,97,BR,retail_ops
TERM0000186,186,2019-01-26,Layoff,Layoff,false,false,Sales,Retail,Floor Sales,Sales,IC1,26,48,BR,retail_ops
TERM0000479,479,2019-01-28,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Store Operations,IC2,273,27,BR,retail_ops
TERM0000579,579,2019-01-25,Retirement,Retirement,true,false,Regional Operations,Retail,Region North,General Management,IC1,31,20,BR,retail_ops
TERM0000827,827,2019-01-16,Other,Other,false,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,788,6,MX,retail_ops
TERM0000841,841,2019-01-20,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Design,IC2,365,5,AR,retail_ops
TERM0000884,884,2019-01-23,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,IC1,399,3,BR,retail_ops
TERM0000889,889,2019-01-24,EndOfContract,EndOfContract,false,false,Store Operations,Retail,Cashier,Store Operations,IC1,852,2,BR,retail_ops
TERM0000927,927,2019-01-17,Retirement,Retirement,true,false,Store Operations,Retail,Store Management,Store Operations,IC1,375,2,AR,retail_ops
TERM0000941,941,2019-01-17,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC1,820,2,AR,retail_ops
TERM0000337,337,2019-01-18,Retirement,Retirement,true,false,Customer Service,Customer,Contact Center,Customer Support,IC1,344,45,AR,customer
TERM0000064,64,2019-02-25,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,IC1,139,134,BR,retail_ops
TERM0000688,688,2019-02-24,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,IC1,658,15,BR,retail_ops
TERM0000762,762,2019-02-19,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC1,61,10,BR,retail_ops
TERM0000865,865,2019-02-26,Retirement,Retirement,true,false,Regional Operations,Retail,Region North,General Management,IC1,778,5,BR,retail_ops
TERM0000890,890,2019-02-19,Retirement,Retirement,true,false,Regional Operations,Retail,Region North,Store Operations,IC1,631,3,BR,retail_ops
TERM0000615,615,2019-02-19,Resignation,Resignation,true,true,Logistics,Supply Chain,Reverse Logistics,Logistics,IC1,277,19,BR,supply
TERM0000672,672,2019-02-24,Resignation,Resignation,true,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC3,352,15,AR,supply
TERM0000846,846,2019-02-19,Retirement,Retirement,true,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC2,357,6,AR,supply
TERM0000132,132,2019-02-24,Retirement,Retirement,true,false,Strategy,Corporate,PMO,Strategy,IC1,494,68,BR,corporate
TERM0000678,678,2019-02-19,Resignation,Resignation,true,false,Customer Service,Customer,Contact Center,Customer Support,IC1,592,15,BR,customer
TERM0000224,224,2019-03-17,Other,Other,false,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC2,294,99,BR,retail_ops
TERM0000658,658,2019-03-27,Retirement,Retirement,true,false,Store Operations,Retail,Security,Store Operations,IC2,316,17,BR,retail_ops
TERM0000736,736,2019-03-25,Redundancy,Redundancy,false,false,Visual Merchandising,Retail,Store Design,Store Operations,IC2,586,12,BR,retail_ops
TERM0000757,757,2019-03-17,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC1,333,11,BR,retail_ops
TERM0000917,917,2019-03-21,Retirement,Retirement,true,false,Store Operations,Retail,Store Management,Store Operations,IC1,915,4,BR,retail_ops
TERM0000956,956,2019-03-18,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,IC1,854,3,BR,retail_ops
TERM0000772,772,2019-03-18,Resignation,Resignation,true,true,Planning,Supply Chain,Demand Planning,Logistics,IC1,505,11,BR,supply
TERM0000081,81,2019-03-19,Resignation,Resignation,true,true,Procurement,Corporate,Indirect Procurement,Procurement,M1,187,39,BR,corporate
TERM0000612,612,2019-03-28,Performance,Performance,false,false,Marketing,Corporate,Content,Marketing,M2,14,20,BR,corporate
TERM0000724,724,2019-03-22,Redundancy,Redundancy,false,false,Customer Experience,Customer,CX Design,Customer Support,IC1,530,15,AR,customer
TERM0000919,919,2019-03-23,Performance,Performance,false,false,Customer Service,Customer,Escalations,Customer Support,IC1,521,4,BR,customer
TERM0000747,747,2019-04-27,Other,Other,false,true,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,238,13,BR,retail_ops
TERM0000838,838,2019-04-21,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,IC1,375,8,AR,retail_ops
TERM0000878,878,2019-04-28,Resignation,Resignation,true,false,Visual Merchandising,Retail,Merchandising,Design,IC1,788,6,MX,retail_ops
TERM0000901,901,2019-04-18,EndOfContract,EndOfContract,false,true,Visual Merchandising,Retail,Store Design,Design,IC3,205,5,BR,retail_ops
TERM0000902,902,2019-04-25,Resignation,Resignation,true,true,Store Operations,Retail,Store Management,Store Operations,IC1,66,5,BR,retail_ops
TERM0000955,955,2019-04-23,Retirement,Retirement,true,false,Store Operations,Retail,Security,Store Operations,IC1,925,4,BR,retail_ops
