requisition_id,position_id,country,business_unit,department,sub_department,job_family,job_level,location,opening_date,approval_date,posting_date,requisition_status,recruiter_id,hire_date
REQ0000160,POS0000161,AR,Retail,Regional Operations,Region Southeast,Store Operations,IC1,STORE-AR-008,2016-08-25,2016-09-02,2016-09-09,Filled,REC0001,2016-11-02
REQ0000161,POS0000162,BR,Customer,Customer Service,Escalations,Customer Support,M2,SITE-BR-003,2016-06-04,2016-06-28,2016-07-08,Filled,REC0003,2016-11-12
REQ0000162,POS0000163,BR,Digital,Engineering,Platform,Software Engineering,M1,HQ-BR-001,2016-03-23,2016-03-29,2016-04-07,Filled,REC0004,2016-11-03
REQ0000163,POS0000164,BR,Supply Chain,Logistics,Transportation,Logistics,IC1,DC-BR-004,2016-09-14,2016-09-25,2016-09-29,Filled,REC0005,2016-11-09
REQ0000164,POS0000165,AR,Customer,Customer Service,Escalations,Customer Support,IC2,SITE-AR-001,2016-07-01,2016-07-10,2016-07-18,Filled,REC0002,2016-11-11
REQ0000165,POS0000166,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-015,2016-09-21,2016-09-27,2016-09-28,Filled,REC0004,2016-11-13
REQ0000166,POS0000167,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-044,2016-09-07,2016-09-09,2016-09-15,Filled,REC0001,2016-11-12
REQ0000167,POS0000168,BR,Customer,Customer Operations,Order Support,Logistics,M1,SITE-BR-001,2016-05-12,2016-06-09,2016-06-19,Cancelled,REC0003,
REQ0000168,POS0000169,AR,Supply Chain,Distribution Centers,Inbound,Warehouse,IC1,DC-AR-001,2016-09-21,2016-09-25,2016-10-02,Cancelled,REC0004,
REQ0000169,POS0000170,BR,Corporate,Legal,Corporate Legal,Legal,M2,HQ-BR-001,2016-02-25,2016-03-18,2016-04-03,Cancelled,REC0005,
REQ0000170,POS0000171,BR,Retail,Sales,Floor Sales,Sales,IC2,STORE-BR-019,2016-06-15,2016-06-19,2016-06-30,Cancelled,REC0001,
REQ0000171,POS0000172,BR,Supply Chain,Distribution Centers,Inventory,Warehouse,IC3,DC-BR-003,2016-08-26,2016-08-30,2016-09-02,Cancelled,REC0001,
REQ0000172,POS0000173,BR,Retail,Regional Operations,Region South,Store Operations,IC1,STORE-BR-010,2016-09-07,2016-09-10,2016-09-15,Cancelled,REC0001,
REQ0000173,POS0000174,BR,Supply Chain,Procurement,Sourcing,Procurement,IC3,DC-BR-002,2016-08-23,2016-09-07,2016-09-11,Filled,REC0002,2016-12-05
REQ0000174,POS0000175,BR,Digital,Engineering,Backend,Software Engineering,IC1,HQ-BR-001,2016-10-13,2016-10-19,2016-10-24,Filled,REC0002,2016-12-01
REQ0000175,POS0000176,BR,Supply Chain,Procurement,Supplier Management,Procurement,IC2,DC-BR-006,2016-09-02,2016-09-20,2016-09-20,Filled,REC0004,2016-12-09
REQ0000176,POS0000177,BR,Corporate,Procurement,Indirect Procurement,Procurement,IC1,HQ-BR-001,2016-09-29,2016-10-09,2016-10-11,Filled,REC0003,2016-12-09
REQ0000177,POS0000178,BR,Corporate,Marketing,Performance,Marketing,IC5,HQ-BR-001,2016-07-16,2016-08-03,2016-08-11,Filled,REC0002,2016-12-09
REQ0000178,POS0000179,BR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-BR-040,2016-09-29,2016-10-02,2016-10-10,Filled,REC0001,2016-12-01
REQ0000179,POS0000180,BR,Corporate,Strategy,Corporate Strategy,Strategy,M2,HQ-BR-001,2016-06-13,2016-06-23,2016-06-27,Filled,REC0003,2016-12-09
REQ0000180,POS0000181,BR,Retail,Regional Operations,Region South,Store Operations,IC2,STORE-BR-031,2016-10-23,2016-10-28,2016-10-29,Filled,REC0004,2016-12-08
REQ0000181,POS0000182,AR,Supply Chain,Planning,Demand Planning,Data,IC3,DC-AR-001,2016-09-18,2016-09-25,2016-10-06,Filled,REC0003,2016-12-10
REQ0000182,POS0000183,AR,Retail,Regional Operations,Region South,Store Operations,IC1,STORE-AR-001,2016-10-26,2016-10-27,2016-11-02,Filled,REC0003,2016-12-12
REQ0000183,POS0000184,BR,Corporate,Legal,Compliance,Legal,IC3,HQ-BR-001,2016-06-26,2016-07-09,2016-07-21,Filled,REC0004,2016-12-02
REQ0000184,POS0000185,BR,Customer,Customer Experience,CX Design,Design,IC1,SITE-BR-004,2016-10-11,2016-10-14,2016-10-19,Cancelled,REC0004,
REQ0000185,POS0000186,BR,Corporate,Risk,Risk Management,Risk & Compliance,M2,HQ-BR-001,2016-09-12,2016-09-15,2016-10-01,Cancelled,REC0003,
REQ0000186,POS0000187,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-034,2017-01-23,2017-01-25,2017-01-31,Filled,REC0005,2017-03-08
REQ0000187,POS0000188,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-032,2017-01-11,2017-01-14,2017-01-22,Filled,REC0002,2017-03-12
REQ0000188,POS0000189,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-042,2017-02-07,2017-02-08,2017-02-09,Filled,REC0005,2017-03-01
REQ0000189,POS0000190,BR,Corporate,Strategy,PMO,Strategy,IC1,HQ-BR-001,2016-12-17,2016-12-28,2017-01-04,Filled,REC0002,2017-03-04
REQ0000190,POS0000191,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-030,2017-01-29,2017-02-04,2017-02-06,Filled,REC0001,2017-03-09
REQ0000191,POS0000192,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-034,2016-12-23,2016-12-25,2017-01-01,Filled,REC0004,2017-03-03
REQ0000192,POS0000193,BR,Customer,Customer Operations,Returns,Customer Support,IC2,SITE-BR-001,2016-10-22,2016-11-02,2016-11-10,Filled,REC0002,2017-03-04
REQ0000193,POS0000194,BR,Supply Chain,Procurement,Sourcing,Procurement,IC3,DC-BR-006,2016-11-15,2016-11-18,2016-11-18,Filled,REC0005,2017-03-06
REQ0000194,POS0000195,BR,Customer,Customer Experience,Voice of Customer,Customer Support,M1,SITE-BR-002,2016-08-05,2016-08-21,2016-08-24,Filled,REC0005,2017-03-05
REQ0000195,POS0000196,BR,Customer,Customer Operations,Returns,Logistics,IC2,SITE-BR-004,2016-11-24,2016-11-27,2016-11-30,Filled,REC0003,2017-03-05
REQ0000196,POS0000197,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-013,2017-01-19,2017-01-29,2017-01-31,Filled,REC0001,2017-03-11
REQ0000197,POS0000198,BR,Supply Chain,Distribution Centers,Outbound,Warehouse,IC5,DC-BR-006,2016-09-13,2016-09-22,2016-10-06,Filled,REC0002,2017-03-06
REQ0000198,POS0000199,BR,Corporate,Strategy,Corporate Strategy,Strategy,IC2,HQ-BR-001,2016-10-09,2016-10-30,2016-11-10,Filled,REC0001,2017-03-02
REQ0000199,POS0000200,BR,Corporate,Data & Analytics,Data Governance,Data,IC2,HQ-BR-001,2016-11-23,2016-12-13,2016-12-15,Filled,REC0001,2017-03-07
REQ0000200,POS0000201,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-022,2017-01-16,2017-01-17,2017-01-23,Filled,REC0002,2017-03-10
REQ0000201,POS0000202,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-012,2017-01-02,2017-01-11,2017-01-15,Filled,REC0005,2017-03-07
REQ0000202,POS0000203,BR,Supply Chain,Planning,Supply Planning,Data,IC2,DC-BR-004,2016-10-29,2016-11-15,2016-11-20,Filled,REC0001,2017-03-11
REQ0000203,POS0000204,BR,Supply Chain,Procurement,Sourcing,Procurement,IC1,DC-BR-006,2017-01-11,2017-01-18,2017-01-20,Filled,REC0001,2017-03-06
REQ0000204,POS0000205,AR,Retail,Regional Operations,Region Southeast,Store Operations,IC1,STORE-AR-009,2017-01-28,2017-02-04,2017-02-07,Cancelled,REC0005,
REQ0000205,POS0000206,BR,Corporate,Procurement,Indirect Procurement,Procurement,IC1,HQ-BR-001,2016-12-26,2017-01-07,2017-01-13,Cancelled,REC0003,
REQ0000206,POS0000207,BR,Digital,UX,Design System,Design,IC4,HQ-BR-001,2016-09-14,2016-10-12,2016-10-15,Cancelled,REC0004,
REQ0000207,POS0000208,BR,Corporate,Data & Analytics,Business Intelligence,Data,IC2,HQ-BR-001,2016-12-21,2017-01-06,2017-01-16,Filled,REC0002,2017-04-08
REQ0000208,POS0000209,AR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-AR-008,2017-01-03,2017-01-06,2017-01-13,Filled,REC0005,2017-04-02
REQ0000209,POS0000210,BR,Supply Chain,Procurement,Supplier Management,Procurement,M2,DC-BR-001,2016-11-13,2016-11-25,2016-12-01,Filled,REC0003,2017-04-14
REQ0000210,POS0000211,BR,Digital,UX,Product Design,Design,IC1,HQ-BR-001,2017-03-01,2017-03-06,2017-03-06,Filled,REC0004,2017-04-06
REQ0000211,POS0000212,BR,Digital,Digital Marketing,Paid Media,Marketing,IC4,HQ-BR-001,2016-11-25,2016-11-29,2016-12-06,Filled,REC0002,2017-04-04
REQ0000212,POS0000213,BR,Retail,Store Operations,Stockroom,Store Operations,M2,STORE-BR-033,2016-10-01,2016-10-19,2016-11-02,Filled,REC0004,2017-04-14
REQ0000213,POS0000214,BR,Supply Chain,Logistics,Last Mile,Logistics,IC2,DC-BR-006,2016-11-21,2016-12-08,2016-12-17,Filled,REC0002,2017-04-14
REQ0000214,POS0000215,BR,Digital,Digital Marketing,SEO,Marketing,IC2,HQ-BR-001,2016-12-06,2016-12-12,2016-12-25,Filled,REC0005,2017-04-02
REQ0000215,POS0000216,BR,Digital,Product,Product Ops,Product Management,IC4,HQ-BR-001,2016-10-27,2016-11-15,2016-12-04,Filled,REC0005,2017-04-06
REQ0000216,POS0000217,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-007,2017-02-01,2017-02-06,2017-02-12,Filled,REC0001,2017-04-06
REQ0000217,POS0000218,AR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-AR-003,2017-03-23,2017-03-25,2017-03-29,Filled,REC0005,2017-04-11
REQ0000218,POS0000219,BR,Retail,Regional Operations,Region Southeast,Store Operations,IC1,STORE-BR-023,2017-02-14,2017-02-23,2017-02-28,Filled,REC0005,2017-04-13
REQ0000219,POS0000220,AR,Retail,Sales,Floor Sales,Sales,IC1,STORE-AR-007,2017-02-13,2017-02-23,2017-02-25,Filled,REC0001,2017-04-10
REQ0000220,POS0000221,AR,Retail,Sales,Key Accounts,Sales,IC1,STORE-AR-007,2017-02-09,2017-02-17,2017-02-21,Filled,REC0005,2017-04-04
REQ0000221,POS0000222,BR,Digital,Digital Marketing,Paid Media,Marketing,IC3,HQ-BR-001,2017-01-11,2017-01-25,2017-02-02,Filled,REC0002,2017-04-14
REQ0000222,POS0000223,BR,Customer,Customer Experience,CX Design,Design,IC1,SITE-BR-004,2017-01-28,2017-01-29,2017-02-06,Cancelled,REC0004,
REQ0000223,POS0000224,AR,Supply Chain,Logistics,Last Mile,Logistics,IC2,DC-AR-001,2016-12-29,2016-12-31,2017-01-03,Cancelled,REC0005,
REQ0000224,POS0000225,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-037,2017-03-07,2017-03-10,2017-03-11,Filled,REC0002,2017-05-06
REQ0000225,POS0000226,BR,Customer,Customer Experience,CX Design,Design,M3,SITE-BR-002,2016-12-18,2017-01-09,2017-01-13,Filled,REC0003,2017-05-10
REQ0000226,POS0000227,BR,Retail,Regional Operations,Region North,General Management,IC1,STORE-BR-031,2017-02-25,2017-03-02,2017-03-03,Filled,REC0003,2017-05-07
REQ0000227,POS0000228,AR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-AR-006,2017-03-13,2017-03-25,2017-03-26,Filled,REC0002,2017-05-12
REQ0000228,POS0000229,BR,Digital,Digital Marketing,SEO,Marketing,IC1,HQ-BR-001,2017-02-25,2017-02-28,2017-03-04,Filled,REC0004,2017-05-07
REQ0000229,POS0000230,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-010,2017-03-24,2017-03-26,2017-03-29,Filled,REC0001,2017-05-01
REQ0000230,POS0000231,BR,Retail,Visual Merchandising,Store Design,Design,IC2,STORE-BR-014,2017-01-22,2017-02-01,2017-02-11,Filled,REC0003,2017-05-14
REQ0000231,POS0000232,BR,Retail,Visual Merchandising,Merchandising,Design,IC2,STORE-BR-027,2016-12-16,2016-12-19,2016-12-22,Filled,REC0005,2017-05-04
REQ0000232,POS0000233,BR,Retail,Sales,Floor Sales,Sales,IC3,STORE-BR-017,2017-02-03,2017-02-13,2017-02-18,Filled,REC0004,2017-05-08
REQ0000233,POS0000234,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC3,STORE-BR-026,2017-01-09,2017-01-23,2017-01-28,Filled,REC0003,2017-05-02
REQ0000234,POS0000235,BR,Digital,Digital Marketing,Paid Media,Marketing,M1,HQ-BR-001,2017-01-30,2017-02-02,2017-02-05,Filled,REC0003,2017-05-02
REQ0000235,POS0000236,BR,Digital,Digital Marketing,Lifecycle,Marketing,IC2,HQ-BR-001,2017-01-25,2017-02-11,2017-02-14,Filled,REC0002,2017-05-10
REQ0000236,POS0000237,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-015,2017-02-27,2017-03-07,2017-03-14,Filled,REC0004,2017-05-07
REQ0000237,POS0000238,BR,Digital,Engineering,Backend,Software Engineering,IC4,HQ-BR-001,2016-11-17,2016-11-21,2016-11-24,Filled,REC0001,2017-05-13
REQ0000238,POS0000239,BR,Corporate,Legal,Labor Legal,Legal,IC1,HQ-BR-001,2017-03-24,2017-04-03,2017-04-05,Filled,REC0003,2017-05-05
REQ0000239,POS0000240,BR,Customer,Customer Service,Chat,Customer Support,IC2,SITE-BR-001,2017-02-13,2017-02-24,2017-02-28,Filled,REC0002,2017-05-07
REQ0000240,POS0000241,BR,Corporate,Legal,Corporate Legal,Legal,IC1,HQ-BR-001,2017-02-23,2017-03-05,2017-03-12,Filled,REC0001,2017-05-04
REQ0000241,POS0000242,BR,Supply Chain,Distribution Centers,Inventory,Warehouse,IC2,DC-BR-005,2017-01-22,2017-02-06,2017-02-18,Cancelled,REC0005,
REQ0000242,POS0000243,BR,Retail,Regional Operations,Region South,Store Operations,IC2,STORE-BR-007,2017-01-31,2017-02-08,2017-02-12,Cancelled,REC0002,
REQ0000243,POS0000244,BR,Customer,Customer Experience,Voice of Customer,Design,IC2,SITE-BR-001,2016-12-14,2016-12-30,2017-01-07,Cancelled,REC0002,
REQ0000244,POS0000245,BR,Corporate,Data & Analytics,Data Governance,Data,IC1,HQ-BR-001,2017-04-16,2017-04-22,2017-04-25,Filled,REC0005,2017-06-05
REQ0000245,POS0000246,BR,Corporate,Strategy,Corporate Strategy,Strategy,IC3,HQ-BR-001,2017-03-11,2017-03-14,2017-03-22,Filled,REC0001,2017-06-11
REQ0000246,POS0000247,BR,Customer,Customer Service,Chat,Customer Support,IC1,SITE-BR-001,2017-04-22,2017-04-28,2017-05-02,Filled,REC0003,2017-06-13
REQ0000247,POS0000248,AR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-AR-004,2017-03-31,2017-04-04,2017-04-11,Filled,REC0004,2017-06-01
REQ0000248,POS0000249,BR,Corporate,People,HR Business Partner,People,IC4,HQ-BR-001,2017-01-18,2017-01-19,2017-02-07,Filled,REC0005,2017-06-10
REQ0000249,POS0000250,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-029,2017-03-22,2017-03-29,2017-04-03,Filled,REC0003,2017-06-04
REQ0000250,POS0000251,AR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-AR-006,2017-04-04,2017-04-16,2017-04-23,Filled,REC0001,2017-06-12
REQ0000251,POS0000252,AR,Customer,Customer Operations,Order Support,Logistics,IC1,SITE-AR-001,2017-04-10,2017-04-11,2017-04-13,Filled,REC0003,2017-06-14
REQ0000252,POS0000253,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-012,2017-04-09,2017-04-10,2017-04-11,Filled,REC0003,2017-06-12
REQ0000253,POS0000254,AR,Supply Chain,Planning,Demand Planning,Data,IC2,DC-AR-001,2017-03-14,2017-03-31,2017-04-01,Filled,REC0004,2017-06-11
REQ0000254,POS0000255,BR,Retail,Regional Operations,Region North,General Management,IC3,STORE-BR-018,2017-03-14,2017-03-28,2017-04-02,Filled,REC0005,2017-06-14
REQ0000255,POS0000256,BR,Corporate,Finance,Accounting,Finance,IC2,HQ-BR-001,2017-02-19,2017-02-26,2017-03-01,Filled,REC0001,2017-06-04
REQ0000256,POS0000257,BR,Customer,Customer Operations,Order Support,Logistics,IC1,SITE-BR-004,2017-04-15,2017-04-24,2017-04-27,Cancelled,REC0004,
REQ0000257,POS0000258,BR,Customer,Customer Service,Escalations,Customer Support,IC1,SITE-BR-003,2017-03-22,2017-04-01,2017-04-09,Cancelled,REC0003,
REQ0000258,POS0000259,BR,Retail,Regional Operations,Region Southeast,Store Operations,IC1,STORE-BR-017,2017-05-31,2017-06-11,2017-06-17,Filled,REC0003,2017-07-14
REQ0000259,POS0000260,BR,Corporate,Legal,Corporate Legal,Legal,IC3,HQ-BR-001,2017-04-14,2017-04-18,2017-04-19,Filled,REC0002,2017-07-13
REQ0000260,POS0000261,BR,Customer,Customer Experience,CX Design,Customer Support,IC1,SITE-BR-003,2017-05-01,2017-05-09,2017-05-13,Filled,REC0002,2017-07-06
REQ0000261,POS0000262,BR,Retail,Regional Operations,Region North,Store Operations,IC3,STORE-BR-018,2017-04-10,2017-04-25,2017-05-07,Filled,REC0001,2017-07-10
REQ0000262,POS0000263,BR,Corporate,Procurement,Indirect Procurement,Procurement,IC2,HQ-BR-001,2017-03-07,2017-03-26,2017-04-01,Filled,REC0004,2017-07-10
REQ0000263,POS0000264,AR,Supply Chain,Planning,Supply Planning,Data,IC1,DC-AR-001,2017-05-03,2017-05-10,2017-05-17,Filled,REC0004,2017-07-02
REQ0000264,POS0000265,BR,Supply Chain,Planning,Demand Planning,Data,M2,DC-BR-003,2017-02-04,2017-03-02,2017-03-10,Filled,REC0003,2017-07-11
REQ0000265,POS0000266,BR,Customer,Customer Service,Contact Center,Customer Support,IC1,SITE-BR-001,2017-05-04,2017-05-15,2017-05-23,Filled,REC0002,2017-07-11
REQ0000266,POS0000267,BR,Retail,Regional Operations,Region Southeast,General Management,IC2,STORE-BR-011,2017-03-13,2017-04-03,2017-04-17,Filled,REC0003,2017-07-08
REQ0000267,POS0000268,BR,Supply Chain,Logistics,Reverse Logistics,Logistics,IC1,DC-BR-002,2017-05-07,2017-05-11,2017-05-18,Filled,REC0003,2017-07-11
REQ0000268,POS0000269,BR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-BR-004,2017-04-25,2017-04-27,2017-04-29,Filled,REC0003,2017-07-01
REQ0000269,POS0000270,BR,Supply Chain,Distribution Centers,Inbound,Warehouse,IC1,DC-BR-003,2017-05-28,2017-05-31,2017-06-06,Filled,REC0003,2017-07-08
REQ0000270,POS0000271,BR,Corporate,Strategy,PMO,Strategy,IC3,HQ-BR-001,2017-05-04,2017-05-13,2017-05-20,Cancelled,REC0003,
REQ0000271,POS0000272,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC2,STORE-BR-040,2017-03-13,2017-03-21,2017-03-23,Cancelled,REC0005,
REQ0000272,POS0000273,BR,Digital,Data,Data Engineering,Data,IC4,HQ-BR-001,2017-03-27,2017-03-28,2017-04-11,Filled,REC0001,2017-08-14
REQ0000273,POS0000274,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-027,2017-06-03,2017-06-04,2017-06-12,Filled,REC0005,2017-08-08
REQ0000274,POS0000275,BR,Customer,Customer Experience,CX Design,Design,IC2,SITE-BR-002,2017-06-08,2017-06-09,2017-06-11,Filled,REC0002,2017-08-02
REQ0000275,POS0000276,BR,Supply Chain,Planning,Demand Planning,Data,IC1,DC-BR-006,2017-06-28,2017-07-07,2017-07-14,Filled,REC0002,2017-08-05
REQ0000276,POS0000277,BR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-BR-004,2017-06-25,2017-07-01,2017-07-02,Filled,REC0003,2017-08-12
REQ0000277,POS0000278,BR,Supply Chain,Logistics,Reverse Logistics,Logistics,IC4,DC-BR-003,2017-03-31,2017-04-15,2017-04-27,Filled,REC0005,2017-08-02
REQ0000278,POS0000279,BR,Customer,Customer Operations,Returns,Customer Support,IC2,SITE-BR-002,2017-04-26,2017-05-09,2017-05-23,Filled,REC0002,2017-08-08
REQ0000279,POS0000280,AR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-AR-001,2017-05-31,2017-06-12,2017-06-17,Filled,REC0005,2017-08-04
REQ0000280,POS0000281,AR,Retail,Visual Merchandising,Store Design,Store Operations,M1,STORE-AR-007,2017-01-22,2017-02-15,2017-02-18,Filled,REC0001,2017-08-07
REQ0000281,POS0000282,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC2,STORE-BR-042,2017-05-07,2017-05-27,2017-05-30,Filled,REC0005,2017-08-01
REQ0000282,POS0000283,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-029,2017-06-05,2017-06-11,2017-06-16,Filled,REC0002,2017-08-11
REQ0000283,POS0000284,BR,Digital,Product,Product Management,Product Management,IC1,HQ-BR-001,2017-06-12,2017-06-22,2017-06-30,Filled,REC0005,2017-08-08
REQ0000284,POS0000285,BR,Corporate,Finance,Treasury,Finance,IC3,HQ-BR-001,2017-04-30,2017-05-17,2017-05-19,Filled,REC0005,2017-08-10
REQ0000285,POS0000286,BR,Retail,Regional Operations,Region South,Store Operations,IC2,STORE-BR-033,2017-03-29,2017-04-14,2017-04-25,Filled,REC0004,2017-08-07
REQ0000286,POS0000287,BR,Retail,Visual Merchandising,Store Design,Design,IC2,STORE-BR-021,2017-05-05,2017-05-16,2017-05-18,Filled,REC0001,2017-08-14
REQ0000287,POS0000288,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-008,2017-06-23,2017-06-27,2017-07-03,Cancelled,REC0001,
REQ0000288,POS0000289,BR,Digital,UX,Design System,Design,IC4,HQ-BR-001,2017-04-19,2017-04-28,2017-05-03,Cancelled,REC0004,
REQ0000289,POS0000290,BR,Retail,Store Operations,Security,Store Operations,IC2,STORE-BR-023,2017-07-03,2017-07-19,2017-07-19,Filled,REC0003,2017-09-09
REQ0000290,POS0000291,BR,Retail,Regional Operations,Region Southeast,Store Operations,IC1,STORE-BR-016,2017-07-29,2017-07-30,2017-08-03,Filled,REC0001,2017-09-04
REQ0000291,POS0000292,BR,Customer,Customer Experience,Voice of Customer,Design,IC1,SITE-BR-001,2017-06-30,2017-07-11,2017-07-13,Filled,REC0002,2017-09-04
REQ0000292,POS0000293,BR,Corporate,Marketing,Brand,Marketing,IC4,HQ-BR-001,2017-04-04,2017-04-19,2017-05-08,Filled,REC0003,2017-09-08
REQ0000293,POS0000294,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-038,2017-07-30,2017-08-04,2017-08-04,Filled,REC0003,2017-09-07
REQ0000294,POS0000295,BR,Corporate,People,HR Business Partner,People,IC2,HQ-BR-001,2017-06-27,2017-06-30,2017-07-10,Filled,REC0003,2017-09-07
REQ0000295,POS0000296,AR,Corporate,People,Learning & Development,People,IC3,HQ-AR-001,2017-06-27,2017-07-01,2017-07-08,Filled,REC0005,2017-09-14
REQ0000296,POS0000297,BR,Digital,Data,Analytics Engineering,Data,IC4,HQ-BR-001,2017-03-14,2017-03-26,2017-04-02,Filled,REC0003,2017-09-04
REQ0000297,POS0000298,BR,Supply Chain,Distribution Centers,Inbound,Warehouse,IC1,DC-BR-003,2017-06-23,2017-06-25,2017-06-28,Filled,REC0005,2017-09-06
REQ0000298,POS0000299,BR,Supply Chain,Distribution Centers,Inventory,Warehouse,IC1,DC-BR-001,2017-07-19,2017-07-26,2017-07-28,Filled,REC0005,2017-09-03
REQ0000299,POS0000300,BR,Retail,Regional Operations,Region South,General Management,IC1,STORE-BR-014,2017-07-28,2017-07-30,2017-08-05,Filled,REC0005,2017-09-04
REQ0000300,POS0000301,AR,Supply Chain,Planning,Supply Planning,Data,IC4,DC-AR-001,2017-04-09,2017-05-01,2017-05-16,Filled,REC0003,2017-09-12
REQ0000301,POS0000302,BR,Customer,Customer Experience,CX Design,Customer Support,IC2,SITE-BR-003,2017-07-12,2017-07-15,2017-07-22,Filled,REC0005,2017-09-08
REQ0000302,POS0000303,BR,Retail,Sales,Floor Sales,Sales,IC2,STORE-BR-038,2017-07-08,2017-07-12,2017-07-12,Filled,REC0001,2017-09-13
REQ0000303,POS0000304,BR,Retail,Store Operations,Security,Store Operations,IC1,STORE-BR-006,2017-06-30,2017-07-01,2017-07-02,Filled,REC0001,2017-09-03
REQ0000304,POS0000305,BR,Supply Chain,Distribution Centers,Outbound,Warehouse,M2,DC-BR-006,2017-03-24,2017-04-20,2017-05-10,Filled,REC0004,2017-09-12
REQ0000305,POS0000306,BR,Customer,Customer Operations,Returns,Logistics,IC2,SITE-BR-003,2017-05-17,2017-06-05,2017-06-13,Cancelled,REC0001,
REQ0000306,POS0000307,BR,Retail,Store Operations,Security,Store Operations,IC2,STORE-BR-023,2017-05-02,2017-05-23,2017-05-26,Cancelled,REC0002,
REQ0000307,POS0000308,BR,Retail,Store Operations,Stockroom,Store Operations,IC2,STORE-BR-003,2017-06-09,2017-06-26,2017-07-04,Filled,REC0001,2017-10-11
REQ0000308,POS0000309,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-027,2017-08-02,2017-08-06,2017-08-07,Filled,REC0005,2017-10-07
REQ0000309,POS0000310,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-009,2017-08-12,2017-08-19,2017-08-24,Filled,REC0001,2017-10-06
REQ0000310,POS0000311,BR,Customer,Customer Experience,Voice of Customer,Customer Support,IC2,SITE-BR-003,2017-07-02,2017-07-15,2017-07-16,Filled,REC0003,2017-10-13
REQ0000311,POS0000312,BR,Corporate,Finance,Accounting,Finance,IC4,HQ-BR-001,2017-05-26,2017-06-13,2017-06-28,Filled,REC0004,2017-10-14
REQ0000312,POS0000313,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-025,2017-08-30,2017-09-05,2017-09-07,Filled,REC0003,2017-10-09
REQ0000313,POS0000314,AR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-AR-010,2017-07-27,2017-07-29,2017-08-03,Filled,REC0002,2017-10-05
REQ0000314,POS0000315,BR,Retail,Visual Merchandising,Store Design,Design,IC2,STORE-BR-011,2017-06-18,2017-06-26,2017-06-27,Filled,REC0001,2017-10-14
REQ0000315,POS0000316,BR,Digital,Engineering,Frontend,Software Engineering,IC2,HQ-BR-001,2017-05-21,2017-06-11,2017-06-23,Filled,REC0004,2017-10-03
REQ0000316,POS0000317,BR,Retail,Store Operations,Security,Store Operations,IC2,STORE-BR-043,2017-06-03,2017-06-04,2017-06-10,Filled,REC0003,2017-10-02
REQ0000317,POS0000318,BR,Corporate,Marketing,Performance,Marketing,IC2,HQ-BR-001,2017-07-11,2017-08-01,2017-08-12,Filled,REC0005,2017-10-06
REQ0000318,POS0000319,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-024,2017-08-06,2017-08-17,2017-08-18,Filled,REC0001,2017-10-04
REQ0000319,POS0000320,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-019,2017-07-23,2017-07-31,2017-08-04,Filled,REC0002,2017-10-12
REQ0000320,POS0000321,BR,Corporate,Marketing,Content,Marketing,IC2,HQ-BR-001,2017-06-07,2017-06-08,2017-06-14,Filled,REC0005,2017-10-08
